delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,delay_pct,co2_kg,opt_score
250.99,xpressbees,pharmacy,ev van,two day,north,rainy,257.7,20.56,0.0,0.0,no,delivered,4,1350.18,0.0,0.0,0.0,0.3307804164411229
250.99,xpressbees,cosmetics,bike,express,east,stormy,19.0,3.36,0.0,0.0,yes,failed,1,155.08,0.0,0.0,0.9500000000000001,0.039911574267527394
250.99,xpressbees,automobile parts,ev bike,two day,east,stormy,237.9,24.59,0.0,0.0,no,delivered,3,1263.27,0.0,0.0,0.0,0.3094883472407955
250.99,amazon logistics,furniture,ev van,express,north,hot,239.3,11.67,0.0,0.0,yes,delayed,3,1281.51,0.0,0.0,0.0,0.31395696238535853
250.99,fedex,documents,bike,standard,west,stormy,79.0,0.73,0.0,0.0,no,delivered,5,397.19,0.0,0.0,3.95,0.1052846367144484
250.99,blue dart,fragile items,ev bike,standard,central,rainy,170.7,45.62,0.0,0.0,no,delivered,5,990.36,0.0,0.0,0.0,0.24262816307946378
250.99,amazon logistics,documents,van,same day,north,rainy,90.0,33.7,0.0,0.0,no,delivered,3,651.1,0.0,0.0,18.0,0.19586429818613554
250.99,fedex,cosmetics,truck,express,north,rainy,64.0,6.03,0.0,0.0,yes,failed,2,388.09,0.0,0.0,32.0,0.15970282234236916
250.99,fedex,automobile parts,scooter,two day,east,foggy,185.9,19.1,0.0,0.0,no,delivered,4,986.8,0.0,0.0,9.295,0.2605274565804483
250.99,dhl,electronics,scooter,two day,west,stormy,217.9,14.08,0.0,0.0,no,delivered,4,1131.74,0.0,0.0,10.895000000000001,0.29926752294319664
250.99,blue dart,automobile parts,scooter,same day,north,cold,214.1,40.85,0.0,0.0,no,delivered,5,1293.05,0.0,0.0,10.705,0.33840312893910046
250.99,ecom express,clothing,bike,standard,central,clear,251.7,34.9,0.0,0.0,no,delivered,4,1363.2,0.0,0.0,12.585,0.3593858694429539
250.99,amazon logistics,furniture,van,standard,east,foggy,214.9,5.67,0.0,0.0,no,delivered,5,1091.51,0.0,0.0,42.980000000000004,0.35420794551920554
250.99,shadowfax,documents,ev van,two day,north,stormy,115.4,0.67,0.0,0.0,no,delivered,4,578.59,0.0,0.0,0.0,0.14174868621122316
250.99,dhl,clothing,ev bike,express,east,foggy,293.8,41.03,0.0,0.0,yes,delayed,3,1632.7206,0.0,0.0,0.0,0.4
250.99,amazon logistics,cosmetics,scooter,standard,east,clear,286.8,46.67,0.0,0.0,no,delivered,3,1574.01,0.0,0.0,14.340000000000002,0.41457644415559736
250.99,fedex,furniture,truck,express,south,hot,136.1,48.1,0.0,0.0,no,delivered,5,874.8,0.0,0.0,68.05,0.3517456094968044
250.99,dhl,furniture,bike,two day,east,rainy,291.4,6.12,0.0,0.0,no,delivered,5,1475.36,0.0,0.0,14.57,0.3908726840063716
250.99,fedex,furniture,bike,standard,south,hot,295.0,19.68,0.0,0.0,no,delivered,5,1534.04,0.0,0.0,14.75,0.40561220327533315
250.99,ekart,cosmetics,truck,same day,central,rainy,223.3,6.29,0.0,0.0,yes,failed,1,1235.37,0.0,0.0,111.65,0.5281327664826765
250.99,delhivery,automobile parts,scooter,express,south,hot,242.5,46.73,0.0,0.0,yes,failed,1,1402.69,0.0,0.0,12.125,0.36813153908551244
250.99,fedex,furniture,ev bike,two day,central,rainy,35.1,22.72,0.0,0.0,no,delivered,5,243.66,0.0,0.0,0.0,0.0596942305989157
250.99,amazon logistics,clothing,bike,express,central,stormy,81.8,45.51,0.0,0.0,yes,delayed,2,595.53,0.0,0.0,4.09,0.1541586597007663
250.99,delhivery,documents,bike,same day,east,clear,37.6,22.81,0.0,0.0,no,delivered,4,356.43,0.0,0.0,1.8800000000000001,0.09111843916533909
250.99,amazon logistics,furniture,ev bike,express,north,rainy,46.8,4.72,0.0,0.0,yes,delayed,2,298.16,0.0,0.0,0.0,0.07304617826222075
250.99,amazon logistics,electronics,scooter,same day,central,hot,233.4,18.0,0.0,0.0,no,delivered,5,1321.0,0.0,0.0,11.670000000000002,0.3471994344513435
250.99,ekart,documents,bike,standard,east,rainy,62.2,48.58,0.0,0.0,no,delivered,3,456.74,0.0,0.0,3.1100000000000003,0.11817738467891407
250.99,shadowfax,clothing,ev bike,standard,south,foggy,114.0,43.85,0.0,0.0,no,delivered,4,701.55,0.0,0.0,0.0,0.17187264005856237
250.99,blue dart,automobile parts,ev bike,same day,north,foggy,131.5,25.79,0.0,0.0,no,delivered,5,834.87,0.0,0.0,0.0,0.20453468891125645
250.99,xpressbees,groceries,ev van,express,south,rainy,21.4,16.58,0.0,0.0,yes,delayed,3,206.74,0.0,0.0,0.0,0.05064920476902172
250.99,xpressbees,fragile items,truck,standard,west,stormy,258.5,8.37,0.0,0.0,no,delivered,5,1317.61,0.0,0.0,129.25,0.5838243210291736
250.99,dhl,furniture,van,two day,east,rainy,253.9,7.07,0.0,0.0,no,delivered,3,1290.71,0.0,0.0,50.78,0.41876219866555114
250.99,delhivery,furniture,ev bike,same day,north,stormy,6.7,7.96,0.0,0.0,no,delivered,4,157.38,0.0,0.0,0.0,0.038556505013778844
250.99,ecom express,automobile parts,ev bike,standard,west,hot,178.1,26.7,0.0,0.0,no,delivered,4,970.6,0.0,0.0,0.0,0.23778716333952055
250.99,fedex,cosmetics,truck,standard,south,hot,180.0,35.04,0.0,0.0,no,delivered,3,1005.12,0.0,0.0,90.0,0.428001197672909
250.99,ecom express,documents,scooter,two day,north,rainy,187.9,14.96,0.0,0.0,no,delivered,4,984.38,0.0,0.0,9.395000000000001,0.26013653331086944
250.99,xpressbees,documents,ev van,express,west,hot,78.3,49.22,0.0,0.0,yes,failed,1,589.16,0.0,0.0,0.0,0.14433822908830818
250.99,amazon logistics,pharmacy,ev bike,express,west,hot,51.6,23.45,0.0,0.0,no,delivered,4,378.35,0.0,0.0,0.0,0.09269191556718277
250.99,xpressbees,electronics,ev van,same day,central,stormy,26.9,29.86,0.0,0.0,no,delivered,5,324.08,0.0,0.0,0.0,0.07939631557291554
250.99,blue dart,clothing,truck,express,north,hot,216.7,26.89,0.0,0.0,yes,delayed,2,1214.17,0.0,0.0,108.35,0.5162745585833017
250.99,dhl,electronics,van,standard,south,foggy,148.2,38.6,0.0,0.0,no,delivered,4,856.8,0.0,0.0,29.64,0.26976595011582666
250.99,fedex,cosmetics,ev van,same day,south,clear,184.2,46.79,0.0,0.0,no,delivered,4,1161.37,0.0,0.0,0.0,0.2845238799583958
250.99,fedex,groceries,truck,same day,east,stormy,167.7,42.4,0.0,0.0,no,delivered,5,1065.7,0.0,0.0,83.85,0.43042262313207363
250.99,delhivery,electronics,ev bike,standard,central,cold,197.7,25.84,0.0,0.0,no,delivered,5,1066.02,0.0,0.0,0.0,0.26116409629424653
250.99,fedex,cosmetics,ev van,standard,north,foggy,211.9,46.94,0.0,0.0,no,delivered,5,1200.32,0.0,0.0,0.0,0.2940662352150147
250.99,blue dart,pharmacy,scooter,same day,west,stormy,64.3,21.05,0.0,0.0,no,delivered,5,484.65,0.0,0.0,3.215,0.1252271016365957
250.99,xpressbees,cosmetics,scooter,two day,east,hot,206.7,3.87,0.0,0.0,no,delivered,4,1045.11,0.0,0.0,10.335,0.2769131185591648
250.99,xpressbees,clothing,bike,two day,east,cold,83.5,6.81,0.0,0.0,no,delivered,5,437.93,0.0,0.0,4.175,0.11571991629055167
250.99,ecom express,fragile items,truck,same day,central,foggy,9.3,47.62,0.0,0.0,no,delivered,5,289.36,0.0,0.0,4.65,0.08028104496284927
250.99,xpressbees,clothing,ev bike,standard,west,rainy,245.9,47.01,0.0,0.0,no,delivered,3,1370.53,0.0,0.0,0.0,0.33576596020164134
250.99,dhl,pharmacy,ev van,express,north,stormy,225.7,45.7,0.0,0.0,yes,delayed,2,1315.6,0.0,0.0,0.0,0.3223086668962221
250.99,ecom express,pharmacy,bike,express,east,hot,226.0,37.62,0.0,0.0,yes,delayed,2,1292.86,0.0,0.0,11.3,0.3395581964823151
250.99,dhl,clothing,bike,two day,west,hot,113.3,34.03,0.0,0.0,no,delivered,5,668.59,0.0,0.0,5.665,0.17523836648871374
250.99,ekart,groceries,ev bike,standard,north,stormy,232.3,41.91,0.0,0.0,no,delivered,4,1287.23,0.0,0.0,0.0,0.3153583044153421
250.99,ecom express,electronics,scooter,express,east,cold,87.7,22.38,0.0,0.0,yes,failed,2,555.64,0.0,0.0,4.385000000000001,0.14498177297439102
250.99,dhl,furniture,van,same day,east,rainy,90.1,27.46,0.0,0.0,no,delivered,4,632.88,0.0,0.0,18.02,0.19144097327980913
250.99,delhivery,cosmetics,bike,express,north,rainy,110.4,44.94,0.0,0.0,yes,delayed,2,736.82,0.0,0.0,5.5200000000000005,0.19166119430697504
250.99,fedex,documents,bike,same day,central,cold,217.3,3.03,0.0,0.0,no,delivered,5,1195.59,0.0,0.0,10.865000000000002,0.3148495401864276
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,0.0,0.0,no,delivered,3,460.75,0.0,0.0,37.6,0.18881310942112112
250.99,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,0.0,0.0,no,delivered,5,173.54,0.0,0.0,0.0,0.042515541238347825
250.99,fedex,documents,ev van,express,north,rainy,78.5,27.87,0.0,0.0,yes,delayed,3,526.11,0.0,0.0,0.0,0.12889161807598923
250.99,blue dart,documents,van,express,north,hot,138.3,47.87,0.0,0.0,yes,delayed,3,885.11,0.0,0.0,27.660000000000004,0.2727029595528148
250.99,xpressbees,clothing,truck,two day,north,cold,96.4,39.33,0.0,0.0,no,delivered,4,599.99,0.0,0.0,48.2,0.2443324319692346
250.99,fedex,furniture,ev van,standard,west,cold,216.2,23.93,0.0,0.0,no,delivered,4,1152.79,0.0,0.0,0.0,0.2824218669134204
250.99,ekart,clothing,van,express,south,stormy,24.1,34.1,0.0,0.0,yes,delayed,3,272.8,0.0,0.0,4.82,0.07656733154002393
250.99,ekart,fragile items,scooter,standard,east,rainy,197.1,28.23,0.0,0.0,no,delivered,4,1070.19,0.0,0.0,9.855,0.2820880938006434
250.99,shadowfax,documents,ev bike,same day,west,foggy,94.8,10.02,0.0,0.0,no,delivered,4,604.06,0.0,0.0,0.0,0.14798857808249616
250.99,xpressbees,pharmacy,bike,express,south,hot,56.0,22.91,0.0,0.0,yes,delayed,2,398.73,0.0,0.0,2.8000000000000003,0.10333947075371994
250.99,ecom express,clothing,scooter,same day,east,stormy,70.7,5.72,0.0,0.0,yes,delayed,3,470.66,0.0,0.0,3.535,0.1224459404747688
250.99,dhl,documents,bike,same day,east,rainy,60.4,22.93,0.0,0.0,no,delivered,5,470.79,0.0,0.0,3.02,0.12143773530334717
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,0.0,0.0,yes,failed,2,1458.24,0.0,0.0,129.2,0.6181762696954858
250.99,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,0.0,0.0,no,delivered,4,551.44,0.0,0.0,4.465,0.14411437730350365
250.99,shadowfax,electronics,van,two day,south,clear,244.0,13.62,0.0,0.0,no,delivered,4,1260.86,0.0,0.0,48.800000000000004,0.407450597531937
250.99,xpressbees,electronics,truck,standard,south,stormy,87.8,19.77,0.0,0.0,no,delivered,4,498.31,0.0,0.0,43.9,0.21073791765748817
250.99,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,0.0,0.0,no,delivered,4,172.6,0.0,0.0,0.18000000000000002,0.0426487647332498
250.99,ekart,furniture,van,two day,south,cold,3.6,8.75,0.0,0.0,no,delivered,3,95.6674,0.0,0.0,0.7200000000000001,0.024891599320864724
250.99,xpressbees,documents,van,standard,east,rainy,111.0,36.68,0.0,0.0,no,delivered,4,665.04,0.0,0.0,22.200000000000003,0.20776144950464287
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,0.0,0.0,yes,delayed,3,1432.59,0.0,0.0,12.82,0.37686030388270864
250.99,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,0.0,0.0,no,delivered,5,1049.98,0.0,0.0,0.0,0.25723445885352336
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,0.0,0.0,no,delivered,4,1045.27,0.0,0.0,0.0,0.2560805565875754
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,0.0,0.0,no,delivered,5,743.23,0.0,0.0,0.0,0.18208381764767345
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,0.0,0.0,no,delivered,4,520.63,0.0,0.0,4.165,0.1359603829371574
250.99,ecom express,clothing,van,standard,west,foggy,193.2,33.28,0.0,0.0,no,delivered,4,1065.84,0.0,0.0,38.64,0.33915432999326744
250.99,ekart,clothing,van,two day,east,foggy,174.3,47.29,0.0,0.0,no,delivered,5,1013.37,0.0,0.0,34.86000000000001,0.31866591842111014
250.99,ekart,groceries,bike,same day,west,clear,11.4,40.22,0.0,0.0,no,delivered,5,277.66,0.0,0.0,0.5700000000000001,0.06917501358837093
250.99,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,0.0,0.0,yes,delayed,2,1016.88,0.0,0.0,0.0,0.24912529430938768
250.99,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,0.0,0.0,no,delivered,5,1062.21,0.0,0.0,37.92,0.3368109609084885
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,0.0,0.0,yes,delayed,2,717.99,0.0,0.0,55.6,0.288185699228003
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,0.0,0.0,no,delivered,5,729.91,0.0,0.0,0.0,0.17882055264078864
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,0.0,0.0,no,delivered,4,1323.84,0.0,0.0,11.82,0.34819813397599503
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,0.0,0.0,no,delivered,5,738.52,0.0,0.0,22.380000000000003,0.2261268187812542
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,0.0,0.0,no,delivered,5,494.92,0.0,0.0,0.0,0.12125038417473265
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,0.0,0.0,no,delivered,5,1322.21,0.0,0.0,0.0,0.3239280499063955
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,0.0,0.0,no,delivered,4,1632.7206,0.0,0.0,147.75,0.6983843823628408
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,0.0,0.0,no,delivered,5,412.45,0.0,0.0,28.15,0.15789561558423978
250.99,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,0.0,0.0,no,delivered,5,657.46,0.0,0.0,5.710000000000001,0.17260250777910513
250.99,fedex,furniture,scooter,same day,north,hot,3.6,31.41,0.0,0.0,no,delivered,4,203.23,0.0,0.0,0.18000000000000002,0.05015280430989261
250.99,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,0.0,0.0,yes,failed,2,898.65,0.0,0.0,7.31,0.23492284868484628
250.99,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,0.0,0.0,no,delivered,4,560.07,0.0,0.0,0.0,0.13721147390435326
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,0.0,0.0,yes,failed,2,1305.19,0.0,0.0,0.0,0.3197583223975982
250.99,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,0.0,0.0,no,delivered,4,1376.46,0.0,0.0,13.740000000000002,0.3649669830215645
250.99,fedex,electronics,scooter,standard,west,clear,35.7,10.8,0.0,0.0,no,delivered,3,210.9,0.0,0.0,1.7850000000000001,0.05527320946192125
250.99,fedex,documents,van,express,central,stormy,259.3,27.01,0.0,0.0,yes,failed,1,1427.53,0.0,0.0,51.86000000000001,0.4544627958572463
250.99,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,0.0,0.0,no,delivered,5,561.77,0.0,0.0,0.0,0.1376279566755022
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,0.0,0.0,no,delivered,3,578.17,0.0,0.0,18.62,0.1792492909726433
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,0.0,0.0,no,delivered,5,1425.33,0.0,0.0,13.290000000000001,0.3760308528218682
250.99,ekart,furniture,truck,two day,west,clear,110.2,23.24,0.0,0.0,no,delivered,4,620.72,0.0,0.0,55.1,0.2633457739990963
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,0.0,0.0,no,delivered,4,95.6674,0.0,0.0,0.30000000000000004,0.024043400061356142
250.99,dhl,furniture,truck,two day,east,foggy,16.5,21.49,0.0,0.0,no,delivered,4,146.97,0.0,0.0,8.25,0.052667217398359195
250.99,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,0.0,0.0,no,delivered,4,566.01,0.0,0.0,0.0,0.1386667137047208
250.99,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,0.0,0.0,yes,delayed,3,1424.88,0.0,0.0,13.27,0.3758802169415175
250.99,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,0.0,0.0,no,delivered,5,183.79,0.0,0.0,0.0,0.045026687358510696
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,0.0,0.0,no,delivered,3,320.87,0.0,0.0,29.75,0.13869067898689807
250.99,shadowfax,cosmetics,bike,express,north,cold,290.2,29.26,0.0,0.0,no,delivered,4,1588.78,0.0,0.0,14.51,0.41853826321518206
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,0.0,0.0,no,delivered,4,740.6,0.0,0.0,6.2,0.1939605309897033
250.99,xpressbees,automobile parts,scooter,two day,north,clear,261.9,41.68,0.0,0.0,no,delivered,4,1434.54,0.0,0.0,13.094999999999999,0.37789340268297655
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,115.6,13.57,0.0,0.0,no,delivered,5,618.71,0.0,0.0,0.0,0.15157767961033874
250.99,shadowfax,groceries,ev bike,express,east,hot,156.0,14.49,0.0,0.0,no,delivered,3,873.47,0.0,0.0,0.0,0.21399129771499178
250.99,shadowfax,furniture,van,standard,north,foggy,284.1,14.35,0.0,0.0,no,delivered,4,1463.55,0.0,0.0,56.82000000000001,0.4733041601586837
250.99,fedex,clothing,truck,same day,north,cold,287.0,8.21,0.0,0.0,yes,failed,1,1559.63,0.0,0.0,143.5,0.6718949574107617
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,0.0,0.0,no,delivered,4,346.34,0.0,0.0,10.100000000000001,0.10524696264544812
250.99,shadowfax,groceries,van,two day,west,foggy,203.3,7.5,0.0,0.0,no,delivered,4,1039.0,0.0,0.0,40.660000000000004,0.33665823654024846
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,0.0,0.0,no,delivered,3,799.09,0.0,0.0,63.9,0.3248164102959892
250.99,ekart,groceries,scooter,two day,east,cold,45.8,27.22,0.0,0.0,no,delivered,5,310.66,0.0,0.0,2.29,0.08073325706586076
250.99,shadowfax,groceries,ev bike,same day,west,hot,8.7,33.93,0.0,0.0,no,delivered,5,245.29,0.0,0.0,0.0,0.06009356407948794
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,0.0,0.0,no,delivered,4,909.11,0.0,0.0,0.0,0.2227227365171971
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,0.0,0.0,no,delivered,4,367.67,0.0,0.0,0.0,0.09007542380490575
250.99,dhl,furniture,scooter,standard,north,clear,281.6,19.81,0.0,0.0,no,delivered,3,1467.43,0.0,0.0,14.080000000000002,0.38794034857113435
250.99,ecom express,electronics,van,same day,east,stormy,75.7,41.47,0.0,0.0,yes,delayed,2,602.91,0.0,0.0,15.14,0.17828240352054514
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,0.0,0.0,no,delivered,4,705.04,0.0,0.0,6.625,0.18610698824646932
250.99,ekart,cosmetics,truck,standard,west,rainy,218.2,34.0,0.0,0.0,no,delivered,5,1193.0,0.0,0.0,109.1,0.5126027646680069
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,0.0,0.0,yes,delayed,2,845.38,0.0,0.0,7.640000000000001,0.22253868083128903
250.99,ecom express,automobile parts,van,same day,west,cold,113.8,21.95,0.0,0.0,no,delivered,3,734.85,0.0,0.0,22.76,0.22599512435295385
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,0.0,0.0,no,delivered,5,1038.84,0.0,0.0,9.465000000000002,0.2736200479228106
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,0.0,0.0,no,delivered,3,422.39,0.0,0.0,30.05,0.16416790673438741
250.99,ekart,documents,truck,same day,south,foggy,147.7,46.57,0.0,0.0,no,delivered,4,978.21,0.0,0.0,73.85,0.3887932393453348
250.99,amazon logistics,cosmetics,truck,two day,north,cold,289.0,48.99,0.0,0.0,no,delivered,4,1591.97,0.0,0.0,144.5,0.6818374517036563
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,0.0,0.0,yes,delayed,3,1355.05,0.0,0.0,47.120000000000005,0.4271333959142092
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,0.0,0.0,no,delivered,4,634.78,0.0,0.0,0.0,0.15551466674702333
250.99,ekart,groceries,truck,two day,central,cold,273.9,42.56,0.0,0.0,no,delivered,3,1497.18,0.0,0.0,136.95,0.6433674709134307
250.99,ecom express,cosmetics,scooter,standard,north,clear,262.6,29.36,0.0,0.0,no,delivered,4,1401.08,0.0,0.0,13.130000000000003,0.36976672505892905
250.99,ekart,groceries,van,two day,east,clear,82.2,18.81,0.0,0.0,no,delivered,3,467.43,0.0,0.0,16.44,0.1477165552190102
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,0.0,0.0,no,delivered,4,1547.37,0.0,0.0,140.15,0.6621259828055772
250.99,shadowfax,automobile parts,bike,same day,east,foggy,146.1,36.12,0.0,0.0,yes,delayed,2,938.86,0.0,0.0,7.305,0.24476379356161398
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,0.0,0.0,yes,failed,2,1564.39,0.0,0.0,55.98,0.4963125396647616
250.99,shadowfax,documents,ev van,same day,south,stormy,165.4,43.2,0.0,0.0,yes,delayed,2,1056.6,0.0,0.0,0.0,0.2588562917623505
250.99,fedex,electronics,van,two day,central,cold,29.9,47.31,0.0,0.0,no,delivered,3,291.43,0.0,0.0,5.98,0.08347413830596667
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,0.0,0.0,no,delivered,4,346.65,0.0,0.0,21.3,0.12794155642394534
250.99,ecom express,automobile parts,ev bike,standard,east,foggy,149.9,23.31,0.0,0.0,no,delivered,4,819.43,0.0,0.0,0.0,0.20075204538976232
250.99,shadowfax,clothing,scooter,standard,west,rainy,8.4,44.16,0.0,0.0,no,delivered,4,174.48,0.0,0.0,0.42000000000000004,0.04359403097131524
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,0.0,0.0,no,delivered,4,1244.03,0.0,0.0,0.0,0.30477474223085077
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,0.0,0.0,no,delivered,4,543.11,0.0,0.0,4.65,0.14244722330346676
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,0.0,0.0,no,delivered,4,95.6674,0.0,0.0,2.08,0.027638149304035374
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,0.0,0.0,no,delivered,4,981.76,0.0,0.0,97.45,0.4373236736636365
250.99,ekart,documents,scooter,express,west,rainy,182.1,2.26,0.0,0.0,yes,delayed,2,967.28,0.0,0.0,9.105,0.2553615452193714
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,0.0,0.0,no,delivered,4,316.67,0.0,0.0,0.0,0.07758094067043682
250.99,dhl,groceries,bike,two day,north,cold,55.2,6.78,0.0,0.0,no,delivered,3,296.34,0.0,0.0,2.7600000000000002,0.07817417755542522
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,0.0,0.0,yes,failed,1,1299.58,0.0,0.0,111.65,0.5438635657388382
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,0.0,0.0,no,delivered,5,325.49,0.0,0.0,23.1,0.12639271055607584
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,0.0,0.0,no,delivered,5,163.39,0.0,0.0,0.0,0.04002889410472312
250.99,xpressbees,groceries,scooter,express,north,hot,297.1,22.0,0.0,0.0,no,delivered,5,1615.5,0.0,0.0,14.855000000000002,0.42578112752420716
250.99,xpressbees,electronics,bike,express,central,hot,87.8,7.72,0.0,0.0,no,delivered,5,512.16,0.0,0.0,4.39,0.13433971123782504
250.99,xpressbees,groceries,truck,express,central,hot,267.4,11.53,0.0,0.0,yes,delayed,2,1421.59,0.0,0.0,133.7,0.6182852403382654
250.99,fedex,furniture,ev van,two day,east,stormy,124.8,10.84,0.0,0.0,no,delivered,4,656.52,0.0,0.0,0.0,0.16084074642042245
250.99,xpressbees,groceries,ev bike,express,south,clear,288.9,8.3,0.0,0.0,no,delivered,4,1519.4,0.0,0.0,0.0,0.3722376014610216
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,0.0,0.0,no,delivered,4,767.02,0.0,0.0,6.4750000000000005,0.20098853179586246
250.99,ecom express,fragile items,van,same day,south,foggy,225.0,7.32,0.0,0.0,yes,delayed,3,1246.96,0.0,0.0,45.0,0.39637105462662464
250.99,fedex,cosmetics,scooter,standard,south,stormy,289.7,24.36,0.0,0.0,no,delivered,5,1521.58,0.0,0.0,14.485,0.4020244562103676
250.99,ecom express,electronics,ev bike,standard,south,rainy,85.4,41.07,0.0,0.0,no,delivered,4,550.21,0.0,0.0,0.0,0.13479587383168928
